,URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
0,blackassign0001,https://insights.blackcoffer.com/rising-it-cities-and-its-impact-on-the-economy-environment-infrastructure-and-city-life-by-the-year-2040-2/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
1,blackassign0002,https://insights.blackcoffer.com/rising-it-cities-and-their-impact-on-the-economy-environment-infrastructure-and-city-life-in-future/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
2,blackassign0003,https://insights.blackcoffer.com/internet-demands-evolution-communication-impact-and-2035s-alternative-pathways/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
3,blackassign0004,https://insights.blackcoffer.com/rise-of-cybercrime-and-its-effect-in-upcoming-future/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
4,blackassign0005,https://insights.blackcoffer.com/ott-platform-and-its-impact-on-the-entertainment-industry-in-future/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
5,blackassign0006,https://insights.blackcoffer.com/the-rise-of-the-ott-platform-and-its-impact-on-the-entertainment-industry-by-2040/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
6,blackassign0007,https://insights.blackcoffer.com/rise-of-cyber-crime-and-its-effects/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
7,blackassign0008,https://insights.blackcoffer.com/rise-of-internet-demand-and-its-impact-on-communications-and-alternatives-by-the-year-2035-2/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
8,blackassign0009,https://insights.blackcoffer.com/rise-of-cybercrime-and-its-effect-by-the-year-2040-2/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
9,blackassign0010,https://insights.blackcoffer.com/rise-of-cybercrime-and-its-effect-by-the-year-2040/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
10,blackassign0011,https://insights.blackcoffer.com/rise-of-internet-demand-and-its-impact-on-communications-and-alternatives-by-the-year-2035/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
11,blackassign0012,https://insights.blackcoffer.com/rise-of-telemedicine-and-its-impact-on-livelihood-by-2040-3-2/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
12,blackassign0013,https://insights.blackcoffer.com/rise-of-e-health-and-its-impact-on-humans-by-the-year-2030/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
13,blackassign0014,https://insights.blackcoffer.com/rise-of-e-health-and-its-imapct-on-humans-by-the-year-2030-2/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
14,blackassign0015,https://insights.blackcoffer.com/rise-of-telemedicine-and-its-impact-on-livelihood-by-2040-2/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
15,blackassign0016,https://insights.blackcoffer.com/rise-of-telemedicine-and-its-impact-on-livelihood-by-2040-2-2/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
16,blackassign0017,https://insights.blackcoffer.com/rise-of-chatbots-and-its-impact-on-customer-support-by-the-year-2040/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
17,blackassign0018,https://insights.blackcoffer.com/rise-of-e-health-and-its-imapct-on-humans-by-the-year-2030/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
18,blackassign0019,https://insights.blackcoffer.com/how-does-marketing-influence-businesses-and-consumers/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
19,blackassign0020,https://insights.blackcoffer.com/how-advertisement-increase-your-market-value/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
20,blackassign0021,https://insights.blackcoffer.com/negative-effects-of-marketing-on-society/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
21,blackassign0022,https://insights.blackcoffer.com/how-advertisement-marketing-affects-business/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
22,blackassign0023,https://insights.blackcoffer.com/rising-it-cities-will-impact-the-economy-environment-infrastructure-and-city-life-by-the-year-2035/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
23,blackassign0024,https://insights.blackcoffer.com/rise-of-ott-platform-and-its-impact-on-entertainment-industry-by-the-year-2030/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
24,blackassign0025,https://insights.blackcoffer.com/rise-of-electric-vehicles-and-its-impact-on-livelihood-by-2040/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
25,blackassign0026,https://insights.blackcoffer.com/rise-of-electric-vehicle-and-its-impact-on-livelihood-by-the-year-2040/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
26,blackassign0027,https://insights.blackcoffer.com/oil-prices-by-the-year-2040-and-how-it-will-impact-the-world-economy/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
27,blackassign0028,https://insights.blackcoffer.com/an-outlook-of-healthcare-by-the-year-2040-and-how-it-will-impact-human-lives/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
28,blackassign0029,https://insights.blackcoffer.com/ai-in-healthcare-to-improve-patient-outcomes/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
29,blackassign0030,https://insights.blackcoffer.com/what-if-the-creation-is-taking-over-the-creator/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
30,blackassign0031,https://insights.blackcoffer.com/what-jobs-will-robots-take-from-humans-in-the-future/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
31,blackassign0032,https://insights.blackcoffer.com/will-machine-replace-the-human-in-the-future-of-work/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
32,blackassign0033,https://insights.blackcoffer.com/will-ai-replace-us-or-work-with-us/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
33,blackassign0034,https://insights.blackcoffer.com/man-and-machines-together-machines-are-more-diligent-than-humans-blackcoffe/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
34,blackassign0035,https://insights.blackcoffer.com/in-future-or-in-upcoming-years-humans-and-machines-are-going-to-work-together-in-every-field-of-work/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
35,blackassign0036,https://insights.blackcoffer.com/how-neural-networks-can-be-applied-in-various-areas-in-the-future/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
36,blackassign0037,https://insights.blackcoffer.com/how-machine-learning-will-affect-your-business/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
37,blackassign0038,https://insights.blackcoffer.com/deep-learning-impact-on-areas-of-e-learning/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
38,blackassign0039,https://insights.blackcoffer.com/how-to-protect-future-data-and-its-privacy-blackcoffer/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
39,blackassign0040,https://insights.blackcoffer.com/how-machines-ai-automations-and-robo-human-are-effective-in-finance-and-banking/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
40,blackassign0041,https://insights.blackcoffer.com/ai-human-robotics-machine-future-planet-blackcoffer-thinking-jobs-workplace/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
41,blackassign0042,https://insights.blackcoffer.com/how-ai-will-change-the-world-blackcoffer/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
42,blackassign0043,https://insights.blackcoffer.com/future-of-work-how-ai-has-entered-the-workplace/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
43,blackassign0044,https://insights.blackcoffer.com/ai-tool-alexa-google-assistant-finance-banking-tool-future/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
44,blackassign0045,https://insights.blackcoffer.com/ai-healthcare-revolution-ml-technology-algorithm-google-analytics-industrialrevolution/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
45,blackassign0046,https://insights.blackcoffer.com/all-you-need-to-know-about-online-marketing/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
46,blackassign0047,https://insights.blackcoffer.com/evolution-of-advertising-industry/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
47,blackassign0048,https://insights.blackcoffer.com/how-data-analytics-can-help-your-business-respond-to-the-impact-of-covid-19/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
48,blackassign0049,https://insights.blackcoffer.com/covid-19-environmental-impact-for-the-future/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
49,blackassign0050,https://insights.blackcoffer.com/environmental-impact-of-the-covid-19-pandemic-lesson-for-the-future/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
50,blackassign0051,https://insights.blackcoffer.com/how-data-analytics-and-ai-are-used-to-halt-the-covid-19-pandemic/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
51,blackassign0052,https://insights.blackcoffer.com/difference-between-artificial-intelligence-machine-learning-statistics-and-data-mining/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
52,blackassign0053,https://insights.blackcoffer.com/how-python-became-the-first-choice-for-data-science/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
53,blackassign0054,https://insights.blackcoffer.com/how-google-fit-measure-heart-and-respiratory-rates-using-a-phone/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
54,blackassign0055,https://insights.blackcoffer.com/what-is-the-future-of-mobile-apps/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
55,blackassign0056,https://insights.blackcoffer.com/impact-of-ai-in-health-and-medicine/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
56,blackassign0057,https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
57,blackassign0058,https://insights.blackcoffer.com/how-we-forecast-future-technologies/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
58,blackassign0059,https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
59,blackassign0060,https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
60,blackassign0061,https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
61,blackassign0062,https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
62,blackassign0063,https://insights.blackcoffer.com/will-technology-eliminate-the-need-for-animal-testing-in-drug-development/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
63,blackassign0064,https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
64,blackassign0065,https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
65,blackassign0066,https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
66,blackassign0067,https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
67,blackassign0068,https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
68,blackassign0069,https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
69,blackassign0070,https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
70,blackassign0071,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
71,blackassign0072,https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
72,blackassign0073,https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
73,blackassign0074,https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
74,blackassign0075,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
75,blackassign0076,https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
76,blackassign0077,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
77,blackassign0078,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
78,blackassign0079,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
79,blackassign0080,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
80,blackassign0081,https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
81,blackassign0082,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
82,blackassign0083,https://insights.blackcoffer.com/human-rights-outlook/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
83,blackassign0084,https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
84,blackassign0085,https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
85,blackassign0086,https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
86,blackassign0087,https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
87,blackassign0088,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
88,blackassign0089,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
89,blackassign0090,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
90,blackassign0091,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
91,blackassign0092,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
92,blackassign0093,https://insights.blackcoffer.com/travel-and-tourism-outlook/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
93,blackassign0094,https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
94,blackassign0095,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
95,blackassign0096,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
96,blackassign0097,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
97,blackassign0098,https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
98,blackassign0099,https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
99,blackassign0100,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,1.0,0,0.9999990000010001,0.08333332638888948,66.0,0.08333333333333333,26.433333333333334,11.0,1.0,12.0,15.0,0.0,4.666666666666667
